D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_41_738.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_41_738.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_41_738.jpg,0.8000001,1,0,5.047545
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_41_806.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_41_806.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_41_806.jpg,0.9500002,1,0,5.354015
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_41_874.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_41_874.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_41_874.jpg,1,1,0,5.770131
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_41_941.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_41_941.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_41_941.jpg,0,1,0,6.007939
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_018.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_018.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_018.jpg,0.1,1,0,6.466589
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_084.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_084.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_084.jpg,0.25,1,0,6.811144
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_152.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_152.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_152.jpg,0.45,1,0,7.241866
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_219.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_219.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_219.jpg,0.6000001,1,0,7.52682
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_296.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_296.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_296.jpg,0.8000001,1,0,7.920125
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_362.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_362.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_362.jpg,0.9500002,1,0,8.139791
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_438.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_438.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_438.jpg,1,1,0,8.454353
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_506.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_506.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_506.jpg,0,1,0,8.636391
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_580.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_580.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_580.jpg,0,1,0,8.960834
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_655.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_655.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_655.jpg,0,1,0,9.395678
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_731.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_731.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_731.jpg,0,1,0,9.839261
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_798.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_798.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_798.jpg,0,1,0,10.1696
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_873.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_873.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_873.jpg,0,1,0,10.60618
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_42_947.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_42_947.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_42_947.jpg,0,1,0,10.93723
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_021.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_021.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_021.jpg,0.05,1,0,11.51822
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_096.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_096.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_096.jpg,0.25,1,0,11.80141
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_170.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_170.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_170.jpg,0.45,1,0,12.11909
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_246.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_246.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_246.jpg,0,1,0,12.41553
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_315.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_315.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_315.jpg,0,1,0,12.92787
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_390.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_390.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_390.jpg,0,1,0,13.26221
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_465.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_465.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_465.jpg,0,1,0,13.43225
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_538.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_538.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_538.jpg,0,1,0,14.11756
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_613.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_613.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_613.jpg,0,1,0,14.63873
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_687.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_687.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_687.jpg,0,1,0,15.0644
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_763.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_763.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_763.jpg,0,1,0,15.6073
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_837.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_837.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_837.jpg,-0.1,1,0,15.84805
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_912.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_912.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_912.jpg,-0.3,1,0,15.93451
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_43_987.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_43_987.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_43_987.jpg,-0.45,0.9703544,0,16.15834
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_061.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_061.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_061.jpg,0,0.7166975,0,16.03482
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_137.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_137.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_137.jpg,0,0.4655009,0,16.21798
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_212.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_212.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_212.jpg,-0.2,0.2446104,0,16.38061
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_285.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_285.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_285.jpg,-0.35,0.05094534,0,16.29477
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_359.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_359.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_359.jpg,-0.5500001,0,0,15.42981
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_434.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_434.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_434.jpg,-0.7500002,0,0,14.82641
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_509.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_509.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_509.jpg,-0.9500002,0,0,14.36647
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_584.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_584.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_584.jpg,0,0,0,14.35728
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_660.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_660.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_660.jpg,-0.2,0,0,13.97653
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_735.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_735.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_735.jpg,-0.4,0,0,13.55682
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_801.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_801.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_801.jpg,-0.5500001,0,0,13.00084
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_877.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_877.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_877.jpg,-0.7500002,0,0,12.74453
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_44_943.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_44_943.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_44_943.jpg,-0.9000002,0,0,12.69141
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_010.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_010.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_010.jpg,-1,0,0,12.52793
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_077.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_077.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_077.jpg,0,0,0,11.92024
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_146.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_146.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_146.jpg,0,0,0,11.97257
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_215.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_215.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_215.jpg,-0.15,0,0,11.86602
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_282.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_282.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_282.jpg,-0.3,0,0,11.46855
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_356.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_356.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_356.jpg,-0.5000001,0,0,11.35505
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_423.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_423.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_423.jpg,-0.6500001,0,0,11.25371
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_492.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_492.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_492.jpg,0,0.1740065,0,11.12701
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_558.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_558.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_558.jpg,0,0.3489044,0,11.22723
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_626.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_626.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_626.jpg,0,0.5511802,0,11.62357
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_694.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_694.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_694.jpg,0,0.7815959,0,11.82627
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_762.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_762.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_762.jpg,0,0.9569434,0,12.43375
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_831.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_831.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_831.jpg,0,1,0,13.39026
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_897.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_897.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_897.jpg,0,1,0,14.17688
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_45_964.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_45_964.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_45_964.jpg,0,1,0,14.65814
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_032.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_032.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_032.jpg,0,1,0,15.48323
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_098.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_098.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_098.jpg,0,1,0,16.33341
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_175.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_175.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_175.jpg,0,1,0,17.17115
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_242.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_242.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_242.jpg,0,1,0,17.59539
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_312.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_312.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_312.jpg,0,1,0,18.43946
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_379.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_379.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_379.jpg,0,1,0,19.21064
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_448.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_448.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_448.jpg,0,1,0,19.69049
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_517.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_517.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_517.jpg,0,1,0,20.51531
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_584.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_584.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_584.jpg,-0.1,1,0,21.19948
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_660.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_660.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_660.jpg,-0.3,1,0,21.94133
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_737.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_737.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_737.jpg,0,1,0,22.69188
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_803.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_803.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_803.jpg,0,1,0,23.25951
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_870.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_870.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_870.jpg,0,1,0,24.04318
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_46_945.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_46_945.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_46_945.jpg,0,1,0,24.62743
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_013.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_013.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_013.jpg,0,1,0,25.39597
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_079.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_079.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_079.jpg,0.15,1,0,25.95918
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_154.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_154.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_154.jpg,0,1,0,26.66912
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_227.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_227.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_227.jpg,0,1,0,27.23277
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_303.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_303.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_303.jpg,0,1,0,27.97952
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_374.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_374.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_374.jpg,0,1,0,28.7214
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_449.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_449.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_449.jpg,-0.2,1,0,29.43602
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_519.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_519.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_519.jpg,-0.35,1,0,29.9212
D:\ML-CB1\Self-Driving-Car\IMG\center_2018_07_17_16_53_47_592.jpg,D:\ML-CB1\Self-Driving-Car\IMG\left_2018_07_17_16_53_47_592.jpg,D:\ML-CB1\Self-Driving-Car\IMG\right_2018_07_17_16_53_47_592.jpg,0,1,0,30.18941
